EXCITATION	
C2H2(v5) -> CH CH	
10.6	
SPECIES: e / C2H2(v5)	
PROCESS: E + C2H2(v5) -> E + CH + CH, Excitation	
PARAM.:  E = 10.6 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
10.6	0
10.7	5.9265E-27
10.8	4.57883E-26
10.9	1.49292E-25
11	3.41982E-25
11.1	6.45686E-25
11.2	1.07892E-24
11.3	1.65723E-24
11.4	2.39356E-24
11.5	3.2985E-24
11.6	4.38055E-24
11.7	5.64638E-24
11.8	7.10102E-24
11.9	8.74805E-24
12	1.05898E-23
13	3.95724E-23
14	8.53652E-23
15	1.43131E-22
16	2.08175E-22
17	2.76749E-22
18	3.46117E-22
19	4.14385E-22
20	4.80303E-22
30	9.45433E-22
40	1.1406E-21
50	1.20689E-21
60	1.21479E-21
70	1.19576E-21
80	1.16443E-21
90	1.12793E-21
100	1.08988E-21
-----------------------------
