x,y
0.1,36.587993316968664
0.2,22.890621263798153
0.30000000000000004,17.278814147302985
0.4,15.275353799518031
0.5,15.653744430180778
0.6,16.14910000543724
0.7000000000000001,12.978832415118575
0.8,13.236373454752972
0.9,14.12963604760249
1.0,13.040202814656375
1.1,11.15379474847747
1.2000000000000002,13.101835771910048
1.3000000000000003,11.773866336250723
1.4000000000000001,13.429809058044885
1.5000000000000002,12.907108597103205
1.6,12.604045928304119
1.7000000000000002,13.625105620805803
1.8000000000000003,11.956618549048997
1.9000000000000001,14.681973925477765
2.0,12.61653568620166
2.1,11.865899727761816
2.2,14.891551814376223
2.3000000000000003,10.79672375303518
2.4000000000000004,12.957236988322313
2.5000000000000004,12.337630805839078
2.6,12.262143015028624
2.7,10.989328265168883
2.8000000000000003,12.844118945088443
2.9000000000000004,11.087342705661541
3.0000000000000004,11.17509567422968
3.1,11.464135543852498
3.2,11.920976167626847
3.3000000000000003,11.821211207370634
3.4000000000000004,9.438406682636181
3.5000000000000004,10.15323007880747
3.6,10.62734540353716
3.7,11.572284176882398
3.8000000000000003,10.683584220637941
3.9000000000000004,9.785430030888266
4.0,8.163819244434313
4.1,9.55786403707683
4.2,10.109121782085749
4.3,8.735327475792133
4.3999999999999995,9.707445446479765
4.5,9.701612979481132
4.6,7.810212864221801
4.7,6.738713335092974
4.8,5.502117441630243
4.9,5.5936550903074185
5.0,7.170350771536216
5.1,4.757310113342913
5.2,4.250736429658707
5.3,3.9134626949605944
5.4,4.167906767176478
5.5,2.331109501241758
5.6,2.2549276960087363
5.7,2.2986843736087366
5.8,0.7337660212532868
5.9,2.4217198621889713
6.0,3.0127912639076575
6.1,0.6174394357068058
6.2,-0.6401240976827856
6.3,1.8517015833724249
6.4,-2.1915560979043134
6.5,-1.4448813165501115
6.6,-1.865887690864811
6.7,-2.0826000656799244
6.8,-2.6821963963194535
6.9,-3.8803214937405177
7.0,-4.751562988096664
7.1,-4.976556272628962
7.2,-6.036143616346739
7.3,-9.106406088577545
7.4,-7.296506626340526
7.5,-6.96649070949625
7.6,-8.623339428019506
7.7,-10.55908857269135
7.8,-10.22754132974495
7.9,-11.752172522781445
8.0,-11.197393107534019
8.1,-13.724606937916612
8.2,-12.57485514037961
8.3,-14.617061118370241
8.4,-15.807581922376267
8.5,-15.951216547981902
8.6,-18.249318328328663
8.7,-19.05359962043737
8.8,-19.1283464425102
8.9,-19.27718694513607
9.0,-21.119263741843024
9.1,-22.750259406838587
9.2,-22.130613476847238
9.3,-20.847450221705486
9.4,-24.15749665952188
9.5,-24.61391123844389
9.6,-23.028427588494694
9.700000000000001,-27.711938210622836
9.8,-29.46319242162589
9.9,-29.48261665955068
10.0,-31.877104137669402
