x,y
0.1,21.7085831161491
0.2,18.40710235507776
0.30000000000000004,15.950358615952512
0.4,15.998158983652011
0.5,13.685438157496387
0.6,14.711283725540461
0.7000000000000001,12.115815184247637
0.8,14.730731770404692
0.9,13.125639887462963
1.0,16.401821109815135
1.1,15.379717940620248
1.2000000000000002,16.357634776576642
1.3000000000000003,14.747805784697027
1.4000000000000001,16.873759009240466
1.5000000000000002,16.07312785007735
1.6,14.701725922189398
1.7000000000000002,17.319595346235854
1.8000000000000003,15.383076650241366
1.9000000000000001,15.21912500043055
2.0,16.030764932328182
2.1,14.51055232864032
2.2,15.637311476746527
2.3000000000000003,15.518347519443239
2.4000000000000004,16.2801136117167
2.5000000000000004,17.434842227934567
2.6,16.338242643164282
2.7,15.236522522744284
2.8000000000000003,15.846322584622747
2.9000000000000004,14.648981303381623
3.0000000000000004,14.130032818768651
3.1,14.684578025711502
3.2,15.757895323977456
3.3000000000000003,15.063245117394406
3.4000000000000004,13.799192773928265
3.5000000000000004,16.53986679532397
3.6,14.510516452656985
3.7,14.014703169339636
3.8000000000000003,14.62074547069192
3.9000000000000004,14.143764673217843
4.0,14.10622845966834
4.1,13.993365815664603
4.2,16.191306278365257
4.3,13.430999377544373
4.3999999999999995,15.425122474146765
4.5,12.466700471198386
4.6,13.744356011505053
4.7,13.77903209977732
4.8,13.49141581427339
4.9,13.532990868083306
5.0,12.931536526792264
5.1,13.399073485508897
5.2,15.531552474544567
5.3,13.357655143871074
5.4,13.283591781157496
5.5,11.615691808403927
5.6,11.038611498969926
5.7,11.963413254420844
5.8,12.126959324683336
5.9,11.09465588619724
6.0,10.71691339451953
6.1,9.991302249281253
6.2,10.760337307852131
6.3,11.27276474308606
6.4,8.740126447385665
6.5,9.429656834666924
6.6,8.22759686355792
6.7,7.291750079714518
6.8,9.188018193403297
6.9,7.753776472919232
7.0,7.078411989318806
7.1,8.66196299003669
7.2,8.579654970222316
7.3,6.232275544424725
7.4,6.845089545426395
7.5,6.923776526751571
7.6,4.976174567631841
7.7,7.111453292141222
7.8,3.516995932894731
7.9,4.346383411930694
8.0,3.990636620660933
8.1,3.3565987329318134
8.2,4.248713765792477
8.3,2.780377480324595
8.4,1.4191823588250636
8.5,2.4649983274709486
8.6,0.7815340820986202
8.7,0.8064792211790691
8.8,1.384859059913694
8.9,0.11646884970994352
9.0,1.451990702563353
9.1,-2.152609662143047
9.2,-1.5293225693995345
9.3,-1.314751629432642
9.4,-2.3785020176475404
9.5,-4.234239500355379
9.6,-4.6074159333971325
9.700000000000001,-4.222939965368231
9.8,-4.052885624047343
9.9,-4.363460049758357
10.0,-6.742910065824073
