x,y
0.0,3.0248357076505616
0.10101010101010101,2.9644361960049115
0.20202020202020202,2.978090000187045
0.30303030303030304,2.998831735020429
0.40404040404040403,2.8902429000874306
0.5050505050505051,2.8715390700300243
0.6060606060606061,2.9452983924145943
0.7070707070707071,2.8894035150985826
0.8080808080808081,2.813688077652729
0.9090909090909091,2.851712822328626
1.0101010101010102,2.7900063000826316
1.1111111111111112,2.7795449281082827
1.2121212121212122,2.805551797822672
1.3131313131313131,2.6892977169171037
1.4141414141414141,2.691037257303781
1.5151515151515151,2.742239610806469
1.6161616161616161,2.7134760000355937
1.7171717171717171,2.774235816894686
1.8181818181818181,2.708125515526533
1.9191919191919191,2.678471981415483
2.0202020202020203,2.818451192645474
2.121212121212121,2.730450281585976
2.2222222222222223,2.742145435416555
2.323232323232323,2.664994805883879
2.4242424242424243,2.706885727225824
2.525252525252525,2.7379115386928388
2.6262626262626263,2.673444612819859
2.727272727272727,2.7487586396915873
2.8282828282828283,2.6992556477104475
2.929292929292929,2.7143364081247574
3.0303030303030303,2.6987755214573483
3.131313131313131,2.821708507743417
3.2323232323232323,2.728936283577025
3.3333333333333335,2.6775147189477084
3.4343434343434343,2.772579857588134
3.5353535353535355,2.671717453379983
3.6363636363636362,2.744756698418835
3.7373737373737375,2.638123604099376
3.8383838383838382,2.6717245711474558
3.9393939393939394,2.750230896349528
4.040404040404041,2.779786866616115
4.141414141414141,2.754124419456442
4.242424242424242,2.7426782883000644
4.343434343434343,2.7365183175456282
4.444444444444445,2.680964558708693
4.545454545454545,2.722416565437296
4.646464646464646,2.73909285066069
4.747474747474747,2.8188920497290795
4.848484848484849,2.787320664129532
4.94949494949495,2.6862820090255175
5.05050505050505,2.7951209832363264
5.151515151515151,2.76433222028329
5.252525252525253,2.754595068039535
5.353535353535354,2.8240638123211896
5.454545454545454,2.8502517093551556
5.555555555555555,2.8506694764751437
5.656565656565657,2.7677296072116415
5.757575757575758,2.799995594912185
5.858585858585858,2.8379654350995223
5.959595959595959,2.876305643805823
6.0606060606060606,2.809875773872847
6.161616161616162,2.8310376493105225
6.262626262626262,2.791670149113252
6.363636363636363,2.7940233550251254
6.4646464646464645,2.901487679294807
6.565656565656566,2.9358825487000497
6.666666666666667,2.8718613157709476
6.767676767676767,2.9332126260655085
6.8686868686868685,2.9088757032089587
6.96969696969697,2.8664805774854485
7.070707070707071,2.9249348336138175
7.171717171717171,2.9920823757648427
7.2727272727272725,2.9218930229913433
7.373737373737374,3.01060994016575
7.474747474747475,2.8102750531371092
7.575757575757575,2.9914346569585915
7.6767676767676765,2.9639634235113794
7.777777777777778,2.954128285585518
7.878787878787879,2.983332135116992
7.979797979797979,2.8892308540892615
8.080808080808081,2.9876926530871617
8.181818181818182,3.026802634316191
8.282828282828282,3.0933184252008084
8.383838383838384,3.004195117795889
8.484848484848484,3.0005793530152483
8.585858585858587,3.027024474457723
8.686868686868687,3.1092060851035064
8.787878787878787,3.0914150959259232
8.88888888888889,3.0602516289132597
8.98989898989899,3.1243883547667344
9.09090909090909,3.115790236932173
9.191919191919192,3.171808883785411
9.292929292929292,3.100946098094863
9.393939393939394,3.1325726323855045
9.494949494949495,3.142495291638982
9.595959595959595,3.102311068269859
9.696969696969697,3.20392336710373
9.797979797979798,3.2160484206782995
9.8989898989899,3.2173808261463095
10.0,3.2197799931530175
