x,y
0.1,41.61321655924418
0.2,25.916821483420033
0.30000000000000004,20.18104475729375
0.4,18.468864652650996
0.5,14.910050342358414
0.6,15.77021564914229
0.7000000000000001,15.910106520644515
0.8,15.628127023349307
0.9,14.934404747541889
1.0,15.16046466590307
1.1,13.539248989840164
1.2000000000000002,14.914091219629832
1.3000000000000003,15.44294669118838
1.4000000000000001,14.674449424072472
1.5000000000000002,13.660293500064075
1.6,13.316597957865863
1.7000000000000002,14.249426965067775
1.8000000000000003,14.733326837317772
1.9000000000000001,14.450367549284488
2.0,12.075739250852115
2.1,12.486084400419749
2.2,13.972151843404491
2.3000000000000003,12.070924124955816
2.4000000000000004,14.0838781093788
2.5000000000000004,14.830644503720206
2.6,13.973245814510118
2.7,14.545490000352329
2.8000000000000003,13.705231131097518
2.9000000000000004,13.217449811813687
3.0000000000000004,14.266993455275388
3.1,13.9350773503311
3.2,14.377236502964209
3.3000000000000003,14.388597102396245
3.4000000000000004,13.109301838881775
3.5000000000000004,14.453606495680718
3.6,13.824550779572915
3.7,14.757759414947945
3.8000000000000003,14.45177794860385
3.9000000000000004,13.10625356992362
4.0,14.123991807694868
4.1,14.583587802075577
4.2,13.794552969231523
4.3,13.930194326209588
4.3999999999999995,12.947098997985991
4.5,12.643990168441217
4.6,13.58187523894781
4.7,12.63751617245595
4.8,13.875528567132719
4.9,13.562919296751025
5.0,13.046267816778697
5.1,12.465487636099407
5.2,12.115192310307703
5.3,12.384703357129306
5.4,12.528202915863904
5.5,11.73042828749669
5.6,13.063978414449279
5.7,12.907861006679012
5.8,13.037215519023494
5.9,12.527115282198347
6.0,11.827037916059806
6.1,13.10325286821662
6.2,13.053895755605675
6.3,12.788412060776073
6.4,12.642573597058366
6.5,12.126433293626956
6.6,11.522428504574357
6.7,10.890904275436421
6.8,12.537794028532597
6.9,11.102863852119214
7.0,10.092364310891904
7.1,10.107769246537176
7.2,9.868557429873945
7.3,11.29945425957377
7.4,9.932660387184484
7.5,12.012229281057628
7.6,10.925925073840132
7.7,10.74412838023918
7.8,10.120799319402504
7.9,9.262044099791622
8.0,10.276568446420933
8.1,9.304350287810117
8.2,9.569696990190753
8.3,8.822871231694565
8.4,8.982884135513332
8.5,9.500524265363362
8.6,8.734979321778455
8.7,8.956551009857064
8.8,8.498803892083348
8.9,7.754956935760948
9.0,10.426527047929556
9.1,6.0145558291505905
9.2,7.5864611318078135
9.3,7.412287935620603
9.4,6.448237981996161
9.5,7.079781433951071
9.6,5.680407599283988
9.700000000000001,4.614567608383341
9.8,6.339829327037628
9.9,5.038813687645399
10.0,5.042369591715799
