,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,12.07,0.0
1,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,13.0,2.13015e-23
2,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,14.0,1.4393e-22
3,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,15.0,3.88337e-22
4,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,16.0,7.35172e-22
5,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,17.0,1.15588e-21
6,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,18.0,1.62364e-21
7,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,19.0,2.11659e-21
8,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,20.0,2.61809e-21
9,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,21.0,3.11605e-21
10,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,22.0,3.60203e-21
11,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,23.0,4.07037e-21
12,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,24.0,4.51746e-21
13,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,26.0,5.34067e-21
14,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,30.0,6.6977799999999986e-21
15,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,40.0,8.73874e-21
16,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,50.0,9.6125e-21
17,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,60.0,9.90977e-21
18,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,70.0,9.91834e-21
19,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,80.0,9.77992e-21
20,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,90.0,9.56736e-21
21,126,IONIZATION,C3H6 -> H2 C3H4+,12.07,e / C3H6,E + C3H6 -> E + E + H2 + C3H4+,100.0,9.31954e-21
